	SRR8134496	SRR8134484	SRR8134499	SRR8134480	SRR8134485	SRR8134483	SRR8134482	SRR8134481	SRR8134500	SRR8134497	SRR8134501	SRR8134498
ENSG00000223675	0	6	0	3	4	2	2	2	0	0	0	0
HMGB1P45	1	0	0	4	4	2	4	0	0	0	0	0
ENSG00000287406	0	4	0	4	2	2	3	8	0	0	0	0
FAF1-AS1	1	3	0	8	2	2	3	8	1	0	0	0
MTND4P11	0	0	0	1	1	1	3	7	0	0	0	0
BCAR3	615	94	367	124	156	117	86	115	891	443	437	519
ENSG00000235308	4	3	0	0	3	3	0	3	4	1	2	1
MTCO3P21	0	1	0	2	0	5	4	1	0	0	0	0
TBCAP2	2	0	0	0	1	0	1	2	1	0	0	2
BARHL2	0	2	0	1	2	4	0	1	0	0	0	0
OAZ1P1	13	0	1	2	1	2	0	1	6	0	0	3
ENSG00000280040	0	0	0	3	2	4	0	0	0	0	0	0
CNN3	303	23	373	29	60	72	37	51	347	273	305	375
ENSG00000270507	0	2	0	0	0	0	0	0	0	0	0	0
OOSP1P1	0	2	0	2	1	1	1	0	0	0	0	0
ENSG00000215869	7	0	3	11	6	4	3	5	4	0	10	3
VAV3	39	35	8	58	113	101	44	96	26	19	27	22
ENSG00000227935	0	0	0	1	2	3	0	0	0	0	0	0
EEF1A1P11	530	0	206	3	5	1	1	0	496	271	214	398
LINC01361	0	11	0	13	5	9	4	17	0	0	0	0
ENSG00000271277	0	2	0	0	0	5	0	2	0	0	0	0
RPS20P5	1	1	0	1	0	0	0	0	0	0	0	0
ENSG00000279778	0	5	0	5	13	11	8	8	0	0	0	0
ENSG00000230828	0	2	0	2	2	2	0	0	0	0	0	0
DPYD	39	36	264	31	67	84	51	28	207	26	151	279
TLCD4	3	21	4	19	28	47	13	34	4	5	4	0
ENSG00000233359	0	2	0	13	4	9	3	6	0	0	0	0
ENSG00000237954	0	1	0	4	0	2	0	2	0	0	0	0
LRRC8D	850	184	362	262	381	291	135	365	859	444	414	589
ENSG00000233129	0	0	0	0	2	1	1	3	0	0	0	0
S1PR1	844	262	481	306	647	571	316	448	1013	741	801	658
NFU1P2	0	0	0	0	10	1	0	1	0	0	0	0
MATR3P3	17	0	3	2	1	5	0	1	14	1	7	11
ELAPOR1	27	32	32	63	96	72	49	85	50	16	29	31
ARHGAP29	19	30	7	74	62	56	30	45	4	10	10	4
ST13P21	1	2	0	5	1	7	3	0	0	3	0	0
ENSG00000286692	0	59	0	116	163	94	54	115	0	0	0	0
ENSG00000260464	1	88	1	137	235	183	109	192	3	6	0	0
LINC02790	0	5	0	2	9	7	4	9	0	0	0	0
ENSG00000231996	0	1	0	0	1	4	0	0	0	0	0	0
ENSG00000273204	0	30	2	28	76	48	35	58	3	0	0	1
PGM1	2372	142	1799	189	322	278	130	271	2621	2258	2484	1623
IGSF21	0	5	0	6	4	3	2	5	0	0	6	0
COA7	1086	82	463	107	213	150	73	157	1064	479	446	793
RNPC3-DT	0	5	0	11	14	12	7	13	0	8	0	0
ENSG00000215871	0	1	0	1	3	1	2	4	1	0	0	0
ENSG00000287372	0	2	0	9	13	6	3	8	0	0	0	0
DPYD-IT1	0	0	0	1	0	0	1	0	0	0	0	0
OLFML3	2	8	6	9	23	14	9	16	0	1	1	0
ENSG00000287756	0	0	0	4	7	7	2	5	0	1	0	0
ENSG00000284652	1	17	1	26	31	16	7	31	1	1	5	0
GCLM	265	85	148	123	165	125	78	124	352	191	193	181
TGFBR3	632	127	466	216	327	248	168	313	504	328	328	469
CNOT7P2	1	1	0	2	3	4	1	0	0	0	0	2
VAV3-AS1	0	1	0	9	5	2	3	5	0	0	0	0
ENSG00000228399	225	1	110	5	1	2	0	2	210	120	105	170
RPL21P23	1	2	0	0	0	2	0	0	0	0	0	0
RPL36AP12	0	0	0	0	3	1	0	0	0	0	0	0
ENSG00000287076	0	2	0	9	12	18	2	11	0	0	0	0
ENSG00000237480	0	9	0	26	38	35	16	26	0	0	0	0
ENSG00000271252	0	1	0	0	0	0	0	2	0	0	0	0
ALG14-AS1	0	6	0	10	9	24	7	16	0	0	0	0
MTND3P21	0	0	0	0	1	2	0	2	0	0	0	0
ENSG00000286758	0	1	0	1	1	2	0	0	0	0	0	0
ELAVL4-AS1	0	0	0	3	6	3	1	0	0	0	0	0
ENSG00000233983	0	2	0	0	2	0	1	0	0	0	0	0
SZT2	2136	127	925	146	269	217	87	184	2153	1653	1480	1427
COX7BP3	0	2	0	1	3	5	0	1	0	0	0	0
LINC01349	0	1	0	3	3	1	0	1	0	0	0	0
PHTF1	921	217	429	335	430	315	192	321	845	576	473	696
ENSG00000238122	0	0	0	0	1	0	0	0	0	0	0	1
ENSG00000260879	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283354	0	2	0	2	2	0	2	0	0	0	0	0
RPL21P26	0	1	0	0	5	0	3	1	0	0	0	0
RPSAP19	444	0	305	0	2	0	0	5	425	365	346	319
BCAS2P2	40	7	16	15	11	2	3	10	26	11	21	19
F3	0	8	5	8	15	4	5	7	0	0	6	0
FTH1P22	0	2	3	0	1	0	0	0	0	0	1	0
ENSG00000226483	0	0	0	3	0	2	1	1	0	0	0	0
WARS2-IT1	0	3	0	6	15	7	4	2	0	0	1	0
LINC01739	0	1	0	0	12	10	2	1	0	0	0	0
DNAJA1P5	0	0	0	2	6	3	0	3	0	0	0	0
VCAM1	10	12	35	15	23	48	24	25	32	2	7	75
HSP90B3P	208	1	88	7	4	6	6	10	223	118	113	153
ENSG00000270457	0	1	0	3	6	3	0	1	0	0	0	0
HSD3BP2	0	0	0	2	0	2	0	5	0	1	0	0
LINC01787	0	4	0	3	5	4	1	4	0	0	0	0
SEC63P1	16	2	9	1	8	6	0	7	13	11	12	14
LINC01708	0	4	0	5	5	4	3	8	0	0	0	0
MTATP6P13	0	0	0	1	3	2	1	4	0	0	0	0
ENSG00000270631	0	2	0	3	2	1	0	5	0	0	0	0
LINC02787	0	2	0	1	7	1	1	0	0	0	0	0
GPR88	0	11	0	14	27	28	10	18	0	0	0	0
RWDD3	81	23	44	40	25	37	28	18	91	46	42	52
MAN1A2	1201	151	546	230	401	304	139	284	952	742	745	623
LRIG2-DT	2	37	8	44	77	74	33	45	4	2	10	2
LPAR3	1	8	1	8	9	14	5	7	1	3	0	2
ENSG00000228852	9	5	2	9	6	12	6	11	6	14	13	5
LINC02868	0	1	0	1	5	2	2	2	0	0	0	0
ENSG00000233482	0	2	0	1	0	1	0	0	0	0	0	0
LINC01753	0	3	0	0	1	2	1	0	0	0	0	0
DPYD-AS1	1	1	0	1	6	6	2	5	0	0	0	0
CTTNBP2NL	285	57	165	124	173	158	70	139	292	154	233	262
ENSG00000232450	9	3	4	7	3	2	0	1	7	4	7	13
RBMX2P3	0	1	1	1	1	1	1	0	2	3	1	2
LINC01676	0	1	0	6	5	2	3	12	0	0	0	0
LINC01525	0	3	0	8	4	1	1	0	0	0	0	0
ENSG00000272715	0	1	0	0	5	0	0	1	0	0	0	0
ENSG00000235038	0	0	0	0	5	6	0	0	0	0	0	0
SLC25A24	8	12	50	14	25	41	12	16	33	7	39	34
PIFO	125	14	78	17	20	27	15	24	133	51	70	102
LINC01650	0	1	0	4	2	6	4	2	0	0	0	0
ENSG00000230718	0	0	0	0	0	9	2	1	0	0	0	0
TSPAN2	3	4	0	13	8	30	17	10	0	0	0	1
GAPDHP23	1	0	0	4	5	5	2	0	1	1	0	1
LINC01776	0	2	0	7	12	2	3	7	0	0	0	0
RPL26P9	0	0	0	1	3	0	1	0	0	0	0	0
LRIG2	359	147	226	186	299	294	150	210	401	292	296	280
ENSG00000279513	2	3	1	4	9	5	4	3	0	0	2	1
SLC35A3	279	135	291	206	346	357	165	254	227	343	294	151
ENSG00000280186	0	3	0	1	4	15	1	0	0	0	0	0
ENSG00000223906	0	1	0	1	3	2	0	1	0	0	0	0
AGL	1073	143	704	205	347	303	139	251	878	773	723	700
SLC6A17	0	8	0	8	13	14	4	7	0	0	0	2
ENSG00000259946	0	8	0	6	10	7	4	4	0	0	0	0
CD101-AS1	25	40	12	58	116	67	38	101	31	12	8	26
HSD3B2	0	3	0	7	7	12	9	10	0	0	0	0
ENSG00000228086	0	1	0	2	3	1	1	0	0	0	0	0
RPL7AP17	4	0	3	2	1	2	0	4	0	2	0	0
CHIAP3	1	8	1	7	18	18	6	12	0	0	1	1
RPS3AP12	7	3	1	2	4	0	0	0	10	2	4	2
GAPDHP64	1	1	5	3	11	0	0	9	6	7	7	2
ENSG00000273406	0	0	0	0	0	0	0	0	1	0	0	0
RNPC3	491	228	309	338	512	331	184	394	351	264	260	283
SNX7	39	3	2	17	14	8	11	9	10	9	5	6
LINC01709	4	6	1	9	14	15	5	6	4	4	9	0
SLC30A7	658	183	545	239	366	329	151	307	620	641	740	373
SEC22B	1088	51	599	83	104	100	50	119	1139	794	809	829
ENSG00000225923	0	0	0	2	1	0	0	1	0	1	0	0
PTGFRN	12	20	61	13	22	32	23	19	61	12	36	82
HSD3BP1	0	1	0	0	2	4	2	7	0	0	0	0
ZNF326	834	78	474	118	172	139	64	136	730	567	531	493
TENT5C-DT	0	1	0	7	7	7	5	11	0	0	0	0
TRIM45	69	58	33	88	143	89	46	103	61	39	42	29
RPS26P15	2	0	3	0	0	0	0	0	7	1	4	2
NBPF17P	2	0	3	1	2	3	0	1	1	1	0	0
SEPTIN2P1	85	1	41	0	0	0	0	0	71	32	38	51
DPYD-AS2	0	0	0	6	3	7	4	5	0	0	0	0
LINC02788	0	0	0	1	2	4	0	4	0	0	0	0
VPS25P1	1	0	0	0	0	0	1	2	0	0	0	0
LINC01780	7	29	1	29	52	39	19	41	0	2	6	2
TENT5C	1460	21	253	43	50	40	26	77	1035	1531	1145	306
ENSG00000277095	0	0	0	0	0	0	0	0	0	0	0	0
LINC01731	1	3	0	3	5	13	6	2	0	0	0	0
GAPDHP74	0	0	0	1	0	0	0	3	0	0	0	0
KMT2CP3	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264145	0	0	0	0	0	0	0	0	0	0	0	0
MTND5P20	0	0	0	1	2	0	0	0	0	0	0	0
SYCP1	0	14	0	19	40	12	10	13	1	0	0	0
ENSG00000224335	0	0	0	0	0	1	0	1	0	0	0	0
ENSG00000277702	2	0	3	0	0	0	0	0	0	4	2	1
PIP5K1A	2965	284	1233	366	558	455	218	514	2828	1536	1526	2041
GDAP2	287	51	166	76	86	94	39	110	265	197	151	188
NEFHP1	1	29	1	38	86	83	56	34	5	0	1	5
ENSG00000230546	0	1	0	0	1	0	1	0	0	0	0	0
VDAC2P3	6	3	0	2	4	6	1	4	4	2	0	3
ENSG00000287015	1	4	0	3	9	8	4	1	0	0	0	0
ENSG00000235526	0	4	0	1	0	1	0	2	0	0	0	0
FTLP17	17	0	16	0	3	0	0	0	29	17	19	19
HIGD1AP12	4	2	1	0	0	1	0	0	0	0	0	0
ENSG00000270911	0	6	0	3	4	5	6	4	0	0	0	0
TSHB	0	0	0	1	1	2	1	0	0	1	0	0
WDR3	2007	51	697	53	92	97	54	65	2099	894	922	1492
LINC02798	0	14	1	15	20	18	7	10	0	1	0	0
PSMC1P12	1	0	2	2	2	0	3	2	4	3	2	5
SLC22A15	17	15	15	18	25	34	21	24	21	21	15	26
SCNM1	1076	162	565	198	264	242	117	241	1072	619	630	845
FLG	8	9	1	16	23	23	6	20	4	0	0	0
RPS15AP9	0	1	0	2	0	3	1	0	0	0	0	0
ENSG00000274642	0	0	0	0	0	1	0	0	0	0	0	0
FLG-AS1	0	20	0	44	55	49	34	56	1	2	1	0
ENSG00000261168	2	27	0	29	59	43	23	45	0	0	0	0
ENSG00000287980	0	5	0	3	8	6	4	1	0	0	0	0
ENSG00000229283	0	0	0	2	1	0	1	0	0	0	0	0
ENSG00000226172	0	2	0	0	8	6	4	3	0	0	0	0
CDC14A	164	148	118	193	334	260	134	247	143	109	134	100
CD53	16594	142	7981	152	202	211	91	242	15375	12962	11134	9530
RLIMP2	0	0	0	0	0	0	0	0	0	0	0	0
MTIF2P1	0	2	2	2	1	4	0	1	0	0	0	0
ENSG00000227700	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000229911	0	0	0	2	1	2	0	0	1	0	0	0
FLG2	1	10	2	11	30	17	11	34	0	0	0	0
SRGAP2C	21	6	16	12	18	11	5	17	23	24	20	9
ENSG00000270719	0	0	0	1	3	0	1	0	0	0	0	0
SPAG17	2	15	1	40	41	48	14	49	2	2	0	2
SRGAP2-AS1	0	0	0	0	0	0	2	0	0	0	0	0
TTF2	3121	105	1451	202	248	234	105	253	3394	1436	1480	2651
UBE2WP1	0	0	0	5	0	1	0	0	0	0	1	0
RPL6P2	1	0	0	1	5	6	1	3	0	0	0	3
SLC6A17-AS1	0	3	0	3	2	2	2	0	0	0	0	0
MAGI3	41	43	20	51	133	55	33	92	73	24	51	18
KCNC4-DT	0	20	0	17	18	27	3	17	0	0	0	0
LINC01649	0	6	0	5	15	12	2	6	0	0	0	0
GABPB2	523	254	215	358	641	423	231	432	428	361	336	294
ENSG00000230932	0	0	0	0	0	0	0	0	0	0	0	0
CD5L	0	39	0	33	77	14	19	33	2	0	0	0
ENSG00000228826	0	0	0	1	3	1	0	3	0	0	0	0
LINC01761	0	3	0	7	7	6	6	10	0	0	0	0
CDK4P1	0	2	0	3	0	0	1	0	0	0	0	0
LINC01768	0	0	0	4	0	0	4	1	0	0	0	0
ENSG00000233839	65	0	15	0	2	0	2	0	74	22	8	51
ENSG00000250890	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232240	0	0	0	0	0	1	0	0	0	0	0	0
HAO2-IT1	0	1	0	2	0	3	1	1	0	0	0	0
ENSG00000286151	0	4	1	3	2	1	3	14	0	0	0	0
TXNP3	0	1	0	5	2	1	0	2	0	0	0	0
LINC02772	0	8	1	6	14	11	6	10	5	0	1	5
RPS29P29	0	1	1	0	1	2	1	1	0	0	0	0
LYSMD1	220	90	82	256	241	182	72	351	149	156	104	99
ELOCP19	22	1	7	1	5	0	0	0	14	23	7	8
ENSG00000271143	0	0	0	0	0	1	0	0	1	0	0	0
ENSG00000270976	0	0	0	0	1	1	0	0	0	0	0	0
PNRC2P1	21	1	13	2	0	0	0	1	26	13	12	24
ENSG00000270342	0	0	0	1	0	2	1	0	0	0	0	0
ENSG00000231100	0	3	0	2	4	2	3	4	0	0	0	0
CD2	0	28	0	22	42	49	25	29	0	3	0	1
LINC02799	0	0	0	0	0	0	0	0	0	0	0	0
LINC01661	0	6	0	8	12	8	3	9	0	0	0	0
ENSG00000236887	12	0	5	1	0	0	0	0	9	9	8	7
DEPDC1	409	50	219	63	89	70	52	82	315	289	226	217
ENSG00000235756	0	0	0	1	4	3	1	4	0	0	0	0
PPIAP7	2	2	0	2	2	2	4	7	4	0	0	0
ENSG00000235005	0	1	0	9	5	2	3	6	2	0	0	0
OR10AE1P	0	12	0	24	20	29	19	19	0	0	0	0
MRPS21P2	0	1	0	1	1	0	0	2	0	0	0	0
ENSG00000225279	0	9	2	8	3	4	9	4	0	0	0	0
ELOCP20	0	0	0	1	1	2	0	1	0	0	0	0
ENSG00000239216	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000283360	2	7	2	2	20	11	7	14	0	5	0	1
GPR89A	124	55	35	85	81	65	45	85	139	58	44	82
ENSG00000227907	0	1	0	0	3	2	0	1	0	0	0	0
NR1H5P	0	7	0	5	9	0	0	4	0	0	0	0
ENSG00000261055	0	14	0	10	29	24	6	32	0	0	0	0
ENSG00000231613	0	1	0	2	1	2	0	3	0	0	0	0
GTF2B	1079	62	415	80	130	137	46	103	966	504	455	665
MTCO2P21	0	2	0	1	3	7	1	0	0	0	0	0
ENSG00000233589	9	3	3	1	7	3	2	3	1	1	4	7
TNFSF4	311	43	317	65	142	164	56	100	484	159	264	356
HNRNPA1P68	1	20	2	16	44	22	23	14	0	0	3	1
PFN1P12	0	2	0	0	0	1	0	0	0	0	0	0
KCNJ9	2	8	0	14	19	25	3	19	3	0	1	6
ENSG00000229021	0	9	0	7	15	17	17	15	0	1	0	0
ENSG00000203825	0	0	0	2	1	0	2	0	0	0	0	0
CSF1	1123	66	717	115	164	138	67	157	1029	857	972	658
MTATP6P14	0	1	0	2	4	4	1	5	0	0	0	0
NKAIN1P1	0	0	0	0	0	0	0	0	0	0	0	0
DHCR24-DT	15	23	2	29	74	57	33	37	16	1	3	9
ENSG00000232499	155	0	35	1	0	0	1	0	139	54	53	87
LINC02805	5	28	5	44	81	61	42	53	11	5	7	10
TNFAIP8L2	409	50	253	46	100	120	59	76	474	194	227	417
ENSG00000232995	28	100	31	135	211	155	90	143	33	16	18	20
FMO8P	0	3	0	0	3	6	3	4	0	0	0	0
RPL7AP19	0	2	0	2	1	4	5	16	3	1	0	0
NAP1L4P1	121	7	85	7	6	14	4	11	135	62	88	126
LMX1A-AS1	0	1	0	1	0	4	0	3	0	0	0	0
LINC01307	314	197	171	294	492	468	196	432	138	155	151	196
IGSF8	789	29	517	38	45	42	20	68	851	951	877	471
MPC2	1499	52	805	63	126	72	38	75	1529	859	956	984
TLCD4-RWDD3	3	2	1	4	4	2	4	0	1	6	7	2
SLC25A24P2	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000276118	0	0	0	0	0	0	0	0	0	0	0	0
FMO11P	0	1	0	1	10	10	3	6	0	0	0	0
LINC00624	7	12	13	16	51	25	15	25	9	12	12	10
C1orf112	603	237	221	285	476	289	194	331	692	259	263	467
ENSG00000275075	0	0	0	0	0	0	0	0	0	0	0	0
LAMC1	1090	59	551	100	152	126	46	106	977	1128	791	435
ENSG00000232952	137	1	58	0	5	4	2	2	149	58	76	91
ENSG00000227722	0	4	0	1	22	11	4	20	3	0	0	1
ENSG00000285922	0	2	0	1	5	4	8	3	0	0	0	0
ENSG00000275801	3	20	8	21	38	56	21	33	12	1	6	13
MGST3	1237	103	723	95	199	166	63	164	1556	855	906	794
CASQ1	3	16	5	28	33	33	17	20	7	2	7	18
ENSG00000232188	0	4	0	2	1	1	0	0	0	0	0	0
LINC01701	0	1	0	0	0	4	1	6	0	0	0	0
ILF2	9109	38	3385	52	82	110	38	133	10802	4220	4067	7611
ENSG00000241042	3	0	0	0	0	1	1	0	2	0	0	0
ENSG00000260322	0	3	0	5	3	4	2	1	0	0	0	0
ENSG00000223495	0	0	0	0	0	0	0	0	0	0	0	0
NME7	112	33	99	33	99	56	23	53	141	91	111	84
RCSD1	5829	356	2998	581	874	908	485	825	5811	3991	4045	4158
FDPSP1	45	1	20	0	0	4	4	2	39	19	19	40
ENSG00000237756	2	1	5	2	1	3	1	2	0	1	0	2
SFT2D2	1714	94	1346	113	192	159	85	135	1385	1441	1462	1018
UCK2	1935	95	876	75	126	129	68	130	2192	1071	1216	1456
ENSG00000271187	0	1	0	0	0	5	0	0	0	0	0	0
ENSG00000274562	0	8	1	6	5	12	12	8	0	0	0	1
PIGM	341	108	217	142	251	230	124	216	356	278	275	259
LINC01720	0	2	0	5	2	3	4	5	0	0	0	0
XCL2	3	0	8	0	0	2	1	2	1	0	6	10
LRRC8D-DT	19	50	3	81	122	70	40	103	33	16	11	27
POU2F1	1127	184	687	231	340	308	150	336	820	1002	973	525
ENSG00000225475	3	0	3	1	0	0	0	0	4	5	6	4
CNN2P10	0	0	0	4	2	0	1	0	0	0	0	1
ENSG00000224698	0	2	0	0	0	2	1	0	0	0	0	0
KIFAP3	850	181	432	252	470	371	189	385	805	446	428	590
ENSG00000235303	0	3	0	4	7	9	1	1	1	0	3	0
ENSG00000234810	0	8	1	11	25	30	7	26	1	0	4	0
LAMC1-AS1	2	2	0	1	12	5	4	3	2	6	4	2
MTCO1P14	0	2	0	2	6	4	0	1	0	0	1	0
TBX15	229	56	233	48	156	91	40	62	422	176	371	194
ENSG00000238270	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285894	1	0	0	6	2	6	0	5	0	0	0	0
ENSG00000236025	0	0	0	1	5	1	0	0	0	0	0	0
ENSG00000230704	0	0	0	2	1	8	0	1	0	0	0	0
ENSG00000283255	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227741	24	194	17	222	346	359	204	272	20	24	38	27
ENSG00000286754	0	0	0	3	9	0	0	3	0	0	0	0
ENSG00000232751	7	0	0	1	1	5	2	5	6	0	2	4
CD48	5249	165	5023	193	325	292	146	324	5720	4067	5727	4428
MRPS10P1	0	0	1	0	0	0	0	0	0	0	0	0
RXRG	0	6	0	9	17	8	5	20	0	0	0	0
ENSG00000275767	0	0	0	0	0	0	0	0	0	0	0	0
TPR	4517	169	1813	246	351	283	162	335	3156	2204	1850	2637
ENSG00000231992	0	2	0	1	2	2	0	4	0	0	0	0
ATP1A2	0	11	0	16	27	19	1	21	1	0	1	0
METTL18	172	48	101	65	115	89	43	113	155	107	132	102
ENSG00000287919	0	6	0	3	2	11	3	8	0	0	0	0
LINC01680	0	0	0	2	2	0	2	1	0	0	0	0
ENSG00000198358	0	4	0	4	7	6	4	7	0	0	2	0
CHIA	5	23	2	19	32	50	15	32	17	3	3	2
PRELID1P7	0	0	0	2	2	2	0	1	0	0	0	0
CRYZL2P-SEC16B	0	5	0	8	15	13	6	6	1	0	0	0
EXTL2	318	49	245	73	109	96	54	106	370	174	214	246
ENSG00000238108	0	2	0	0	3	1	1	0	0	0	0	0
ANKRD36BP1	0	0	0	0	0	0	0	0	0	0	0	0
DDX59	661	285	345	461	651	481	250	509	671	356	486	439
NIBAN1	3133	141	1162	213	285	273	137	224	3141	1314	1350	2455
LPGAT1-AS1	0	49	0	46	91	81	48	51	0	0	1	1
ENSG00000287472	0	2	0	2	2	2	2	7	0	0	0	0
WDR82P2	26	4	11	1	6	7	1	0	25	3	7	12
ENSG00000228238	1	0	0	7	10	8	2	16	1	0	0	1
RPL5P6	28	50	5	30	74	87	40	60	21	4	10	15
OR10J5	0	5	0	7	2	14	6	7	0	0	0	0
LAMC2	7	17	4	30	47	40	18	22	5	0	0	3
DDX59-AS1	4	19	2	10	26	15	11	26	2	2	5	3
CD58	1568	204	636	268	443	345	186	323	1482	705	781	1096
HSPE1P6	2	1	0	0	0	2	0	0	2	0	0	3
EEF1A1P14	53	0	15	1	10	3	1	1	29	11	13	44
GPA33	3	3	3	7	11	9	6	19	4	4	1	1
XCL1	42	2	19	7	6	7	5	2	30	20	22	26
LINC01633	0	2	0	1	6	9	4	1	0	0	0	0
ENSG00000235215	1	3	0	0	2	5	1	0	1	0	0	1
ENSG00000224691	0	0	1	0	1	0	0	0	0	0	0	0
ENSG00000286572	0	3	0	7	8	4	3	4	0	0	0	0
SETP9	8	1	2	2	2	2	5	3	7	0	7	2
LINC02770	0	4	0	16	24	15	3	9	0	0	0	0
KCNJ10	7	15	1	24	32	22	14	21	14	5	1	3
ENSG00000233626	2	17	0	32	21	54	14	29	1	1	0	2
ENSG00000233691	1	0	0	0	1	0	1	9	3	0	0	8
NUF2	949	80	289	108	187	136	59	147	741	438	466	461
TUBB8P9	0	0	0	0	2	1	0	0	0	0	0	1
ENSG00000231615	5	8	3	7	17	11	4	4	1	0	3	2
ENSG00000231714	0	0	0	1	3	1	2	0	0	2	0	0
MFSD4A	46	70	39	111	191	151	56	148	45	46	44	30
TBX19	97	20	75	34	49	43	19	23	92	70	91	60
NR5A2	2	13	2	28	32	23	24	44	0	1	0	0
LINC02803	6	2	2	5	3	4	4	2	8	0	7	4
SCYL3	584	228	287	326	494	483	222	499	496	289	270	383
DUSP10	1089	56	673	87	191	128	43	111	1253	676	932	732
ENSG00000285638	0	8	0	5	2	6	4	4	0	0	0	0
ENSG00000284592	0	0	0	1	0	0	0	1	0	0	0	0
ENSG00000230987	4	6	2	8	21	13	4	6	3	5	2	1
LINC02802	2	0	0	0	0	0	0	0	1	0	0	0
QRSL1P1	3	4	1	6	6	6	4	5	3	0	0	3
ENSG00000228167	13	0	8	1	0	2	1	1	19	9	4	14
ENSG00000223344	0	1	0	5	2	4	2	4	0	0	0	0
ENSG00000150732	0	1	0	0	3	1	1	0	0	0	0	0
NMNAT2	3	22	2	51	74	48	23	51	3	18	9	3
ENSG00000288139	0	16	0	14	21	49	18	27	0	0	4	0
LINC01139	0	11	0	3	10	10	1	10	0	0	0	0
TARBP1	2487	274	1723	409	658	571	293	512	2379	1318	1601	2104
CBX1P3	0	1	0	2	6	2	0	0	0	0	0	0
ENSG00000232959	0	2	0	2	3	4	2	0	0	1	0	0
LY9	317	68	506	102	233	231	83	175	424	488	592	379
TDRD5	0	6	0	11	18	12	8	25	0	0	0	0
ISCUP1	0	0	0	0	10	1	0	4	0	0	0	0
ENSG00000233196	2	0	2	0	4	0	0	2	0	0	0	0
ENSG00000229220	0	1	0	2	4	2	4	2	0	0	0	0
SCCPDH	1292	46	686	83	94	74	37	74	1235	637	703	807
ELK4	1735	145	1293	252	312	300	156	354	1328	1660	1425	874
ENSG00000227747	4	6	0	0	3	1	0	0	0	1	1	5
ENSG00000228081	6	0	6	0	0	7	0	1	5	4	12	3
HNRNPA1P46	1	0	0	4	4	0	1	3	3	0	0	5
FTH1P2	58	0	21	0	0	0	0	0	71	42	42	34
TFB2M	908	54	411	77	108	105	44	76	839	495	438	618
ENSG00000271427	3	0	2	10	17	5	5	11	3	3	3	1
LYPLAL1	528	147	246	208	317	204	93	263	467	284	346	236
MPZL1	1491	151	636	217	359	243	140	338	1391	842	721	1023
INTS7	1425	185	570	295	495	404	239	466	1410	671	645	1027
RPS29P5	12	1	4	0	0	1	0	0	5	4	5	3
CATSPERE	9	46	6	87	82	77	44	78	7	4	6	7
TFDP1P1	3	2	0	2	7	1	0	4	3	0	0	2
PRDX6	3249	42	1535	57	91	110	36	87	3832	1552	1719	2785
EDARADD	49	15	10	43	40	12	14	40	31	33	24	15
ENSG00000229067	0	0	1	0	1	0	1	0	2	0	0	0
ENSG00000227711	0	0	0	1	4	0	1	7	0	0	0	0
ENSG00000261182	0	3	0	6	1	11	3	14	0	1	0	0
RPL35AP6	0	2	0	1	0	0	1	2	0	0	0	0
LINC01655	1	19	0	55	97	51	29	57	0	0	0	0
BRINP3	0	5	0	5	10	11	1	9	0	0	0	0
ATP5MC2P1	51	2	5	1	0	1	0	0	70	4	7	33
LMX1A	0	4	0	5	11	3	8	21	0	0	2	0
ADCY10	1	17	0	33	64	47	17	43	3	0	4	0
SELE	0	12	0	19	35	16	13	28	0	0	0	0
GPATCH2	323	93	164	132	207	141	81	181	264	215	182	191
SMYD2	837	117	524	93	196	120	83	139	982	530	700	609
SELL	2666	232	1561	249	614	397	224	419	3587	2216	1866	2913
CYCSP5	0	0	0	0	2	1	2	3	0	0	0	0
DPT	0	3	13	3	3	2	0	2	0	7	0	0
LINC01760	0	2	0	0	0	1	1	3	0	0	0	0
ENSG00000274702	0	2	0	1	3	0	0	0	0	0	0	0
ENSG00000226211	0	2	0	0	0	0	3	0	0	0	0	0
ENSG00000236942	7	8	6	7	20	13	6	13	11	7	19	5
ENSG00000287205	0	1	0	0	3	6	0	1	0	0	0	0
CAPN8	5	6	0	14	29	19	7	13	7	2	2	5
RHOU	31	14	53	13	34	22	12	25	117	34	92	27
ENSG00000287929	0	3	0	2	4	3	0	3	1	0	0	0
SIGLEC30P	0	1	0	0	5	2	0	1	0	0	0	0
RNF2	326	53	250	83	82	88	54	78	321	230	257	204
LINC01696	0	0	0	0	3	5	2	3	0	0	0	0
RGS5	27	10	22	12	18	31	11	44	36	25	19	16
SPATA17	2	35	0	33	111	76	45	104	0	0	0	0
ENSG00000225172	0	11	0	12	4	7	7	15	0	0	0	0
ENSG00000261642	0	3	0	8	9	13	3	4	0	0	1	0
ENSG00000228239	0	4	0	2	13	10	2	5	0	0	0	0
ENSG00000237283	0	1	0	1	12	9	1	10	0	0	0	0
